2,0,Note_on_c,2,6,10,
2,0,Note_on_c,2,70,10,
2,0,Note_on_c,2,88,10,
2,0,Note_on_c,2,75,10,
2,0,Note_on_c,2,78,10,
2,10,Note_off_c,2,6,0,
2,10,Note_off_c,2,70,0,
2,10,Note_off_c,2,88,0,
2,10,Note_off_c,2,75,0,
2,10,Note_off_c,2,78,0,
2,10,Note_on_c,2,66,10,
2,10,Note_on_c,2,82,10,
2,10,Note_on_c,2,70,10,
2,10,Note_on_c,2,87,10,
2,10,Note_on_c,2,75,10,
2,10,Note_on_c,2,62,10,
2,10,Note_on_c,2,78,10,
2,20,Note_off_c,2,66,0,
2,20,Note_off_c,2,82,0,
2,20,Note_off_c,2,70,0,
2,20,Note_off_c,2,87,0,
2,20,Note_off_c,2,75,0,
2,20,Note_off_c,2,62,0,
2,20,Note_off_c,2,78,0,
2,20,Note_on_c,2,80,10,
2,20,Note_on_c,2,65,10,
2,20,Note_on_c,2,66,10,
2,20,Note_on_c,2,68,10,
2,20,Note_on_c,2,85,10,
2,20,Note_on_c,2,70,10,
2,20,Note_on_c,2,72,10,
2,20,Note_on_c,2,75,10,
2,20,Note_on_c,2,77,10,
2,30,Note_off_c,2,80,0,
2,30,Note_off_c,2,65,0,
2,30,Note_off_c,2,66,0,
2,30,Note_off_c,2,68,0,
2,30,Note_off_c,2,85,0,
2,30,Note_off_c,2,70,0,
2,30,Note_off_c,2,72,0,
2,30,Note_off_c,2,75,0,
2,30,Note_off_c,2,77,0,
2,30,Note_on_c,2,80,10,
2,30,Note_on_c,2,65,10,
2,30,Note_on_c,2,66,10,
2,30,Note_on_c,2,85,10,
2,30,Note_on_c,2,70,10,
2,30,Note_on_c,2,73,10,
2,30,Note_on_c,2,75,10,
2,40,Note_off_c,2,80,0,
2,40,Note_off_c,2,65,0,
2,40,Note_off_c,2,66,0,
2,40,Note_off_c,2,85,0,
2,40,Note_off_c,2,70,0,
2,40,Note_off_c,2,73,0,
2,40,Note_off_c,2,75,0,
2,50,Note_on_c,2,80,10,
2,50,Note_on_c,2,65,10,
2,50,Note_on_c,2,66,10,
2,50,Note_on_c,2,85,10,
2,50,Note_on_c,2,56,10,
2,50,Note_on_c,2,75,10,
2,60,Note_off_c,2,80,0,
2,60,Note_off_c,2,65,0,
2,60,Note_off_c,2,66,0,
2,60,Note_off_c,2,85,0,
2,60,Note_off_c,2,56,0,
2,60,Note_off_c,2,75,0,
2,60,Note_on_c,2,80,10,
2,60,Note_on_c,2,65,10,
2,60,Note_on_c,2,66,10,
2,60,Note_on_c,2,70,10,
2,60,Note_on_c,2,75,10,
2,70,Note_off_c,2,80,0,
2,70,Note_off_c,2,65,0,
2,70,Note_off_c,2,66,0,
2,70,Note_off_c,2,70,0,
2,70,Note_off_c,2,75,0,
2,70,Note_on_c,2,80,10,
2,70,Note_on_c,2,65,10,
2,80,Note_off_c,2,80,0,
2,80,Note_off_c,2,65,0,
2,100,Note_on_c,2,80,10,
2,100,Note_on_c,2,65,10,
2,100,Note_on_c,2,68,10,
2,110,Note_off_c,2,80,0,
2,110,Note_off_c,2,65,0,
2,110,Note_off_c,2,68,0,
2,150,Note_on_c,2,80,10,
2,150,Note_on_c,2,66,10,
2,160,Note_off_c,2,80,0,
2,160,Note_off_c,2,66,0,
2,200,Note_on_c,2,78,10,
2,210,Note_off_c,2,78,0,
2,220,Note_on_c,2,81,10,
2,220,Note_on_c,2,79,10,
2,230,Note_off_c,2,81,0,
2,230,Note_off_c,2,79,0,
2,290,Note_on_c,2,83,10,
2,290,Note_on_c,2,87,10,
2,290,Note_on_c,2,78,10,
2,300,Note_off_c,2,83,0,
2,300,Note_off_c,2,87,0,
2,300,Note_off_c,2,78,0,
2,330,Note_on_c,2,83,10,
2,330,Note_on_c,2,87,10,
2,340,Note_off_c,2,83,0,
2,340,Note_off_c,2,87,0,
2,340,Note_on_c,2,87,10,
2,350,Note_off_c,2,87,0,
