0, 0, Header, 1, 2, 384
1, 0, Start_track
1, 0, Text_t, "{GNMIDI}Generated by  GNMIDI demo (http://www.gnmidi.com)\012"
1, 0, Tempo, 571420
1, 0, Time_signature, 4, 2, 24, 8
1, 163148, End_track
2, 0, Start_track
2, 0, Text_t, "{GNMIDI}Generated by  GNMIDI demo (http://www.gnmidi.com)\012"
2, 0, Title_t, "Acoustic Grand Piano"
2, 1536, Program_c, 0, 0
2, 1536, Control_c, 0, 7, 127
2, 1536, Note_on_c, 0, 48, 79
2, 1536, Note_on_c, 0, 47, 79
2, 1536, Note_on_c, 0, 83, 82
2, 1538, Note_on_c, 0, 72, 73
2, 1538, Note_on_c, 0, 80, 85
2, 1560, Note_on_c, 0, 47, 0
2, 1694, Note_on_c, 0, 72, 0
2, 1714, Note_on_c, 0, 80, 0
2, 1740, Note_on_c, 0, 83, 0
2, 1806, Note_on_c, 0, 80, 82
2, 1810, Note_on_c, 0, 84, 75
2, 1812, Note_on_c, 0, 72, 65
2, 1880, Note_on_c, 0, 81, 39
2, 1890, Note_on_c, 0, 80, 0
2, 1922, Note_on_c, 0, 72, 0
2, 1944, Note_on_c, 0, 84, 0
2, 1956, Note_on_c, 0, 81, 0
2, 2332, Note_on_c, 0, 71, 69
2, 2336, Note_on_c, 0, 68, 77
2, 2338, Note_on_c, 0, 60, 59
2, 2502, Note_on_c, 0, 60, 0
2, 2508, Note_on_c, 0, 68, 0
2, 2520, Note_on_c, 0, 71, 0
2, 2592, Note_on_c, 0, 72, 79
2, 2594, Note_on_c, 0, 60, 73
2, 2596, Note_on_c, 0, 69, 73
2, 2648, Note_on_c, 0, 69, 0
2, 2652, Note_on_c, 0, 60, 0
2, 2664, Note_on_c, 0, 72, 0
2, 2770, Control_c, 0, 64, 127
2, 2772, Note_off_c, 0, 48, 0
2, 3044, Control_c, 0, 64, 0
2, 3060, Note_on_c, 0, 75, 94
2, 3062, Note_on_c, 0, 61, 87
2, 3062, Note_on_c, 0, 55, 54
2, 3066, Note_on_c, 0, 51, 67
2, 3068, Note_on_c, 0, 67, 74
2, 3306, Note_on_c, 0, 75, 0
2, 3348, Note_on_c, 0, 72, 42
2, 3444, Note_on_c, 0, 75, 88
2, 3450, Note_on_c, 0, 72, 0
2, 3494, Note_on_c, 0, 67, 0
2, 3516, Note_on_c, 0, 61, 0
2, 3576, Note_on_c, 0, 75, 0
2, 3712, Note_on_c, 0, 61, 64
2, 3716, Note_on_c, 0, 67, 60
2, 3720, Note_on_c, 0, 72, 72
2, 3872, Control_c, 0, 64, 127
2, 4218, Note_off_c, 0, 55, 0
2, 4252, Note_off_c, 0, 51, 0
2, 4256, Note_off_c, 0, 72, 0
2, 4266, Note_off_c, 0, 61, 0
2, 4282, Note_off_c, 0, 67, 0
2, 4508, Note_on_c, 0, 66, 83
2, 4508, Note_on_c, 0, 74, 84
2, 4510, Note_on_c, 0, 60, 73
2, 4522, Note_on_c, 0, 54, 59
2, 4524, Control_c, 0, 64, 0
2, 4524, Note_on_c, 0, 50, 52
2, 4572, Note_on_c, 0, 66, 0
2, 4582, Note_on_c, 0, 60, 0
2, 4606, Note_on_c, 0, 74, 0
2, 4904, Note_on_c, 0, 66, 80
2, 4904, Note_on_c, 0, 72, 69
2, 4914, Note_on_c, 0, 60, 62
2, 4980, Note_on_c, 0, 66, 0
2, 4988, Note_on_c, 0, 60, 0
2, 5002, Note_on_c, 0, 72, 0
2, 5274, Note_on_c, 0, 74, 91
2, 5350, Note_on_c, 0, 74, 0
2, 5406, Note_on_c, 0, 69, 24
2, 5406, Note_on_c, 0, 70, 67
2, 5450, Note_on_c, 0, 69, 0
2, 5470, Note_on_c, 0, 71, 49
2, 5484, Note_on_c, 0, 70, 0
2, 5758, Note_on_c, 0, 69, 90
2, 5772, Control_c, 0, 64, 127
2, 5780, Note_off_c, 0, 71, 0
2, 5780, Note_off_c, 0, 50, 0
2, 5792, Note_off_c, 0, 54, 0
2, 5846, Note_off_c, 0, 69, 0
2, 6112, Control_c, 0, 64, 0
2, 6144, Note_on_c, 0, 54, 41
2, 6144, Note_on_c, 0, 49, 57
2, 6148, Note_on_c, 0, 63, 90
2, 6148, Note_on_c, 0, 73, 93
2, 6148, Note_on_c, 0, 59, 49
2, 6312, Note_on_c, 0, 63, 0
2, 6392, Note_on_c, 0, 70, 58
2, 6424, Note_on_c, 0, 68, 59
2, 6450, Note_on_c, 0, 73, 0
2, 6472, Note_on_c, 0, 70, 0
2, 6474, Note_on_c, 0, 66, 75
2, 6506, Note_on_c, 0, 59, 0
2, 6518, Note_on_c, 0, 68, 0
2, 6518, Note_on_c, 0, 49, 0
2, 6522, Note_on_c, 0, 54, 0
2, 6542, Control_c, 0, 64, 127
