0,0, Header,1,2,384,
1,0, Start_track,,,,
1,0, Text_t," ""{GNMIDI}Generated by  GNMIDI demo (http://www.gnmidi.com)\012""",,,
1,0, Time_signature,4,2,24,8
1,0, Tempo,500000,,,
1,220488, End_track,,,,
2,0, Start_track,,,,
2,0, Text_t," ""{GNMIDI}Generated by  GNMIDI demo (http://www.gnmidi.com)\012""",,,
2,0, Title_t," ""Acoustic Grand Piano""",,,
2,1152, Program_c,2,0,,
2,1152, Control_c,2,7,127,
2,2984, Note_on_c,2,74,54,
2,3072, Control_c,2,64,127,
2,3096, Note_on_c,2,77,99,
2,3096, Note_on_c,2,57,40,
2,3096, Note_on_c,2,65,49,
2,3096, Note_on_c,2,41,45,
2,3096, Note_on_c,2,51,51,
2,3096, Control_c,2,64,0,
2,3100, Note_off_c,2,74,64,
2,3174, Control_c,2,64,127,
2,3208, Note_off_c,2,77,64,
2,3220, Note_off_c,2,65,64,
2,3340, Note_on_c,2,75,84,
2,3340, Note_on_c,2,72,71,
2,3344, Note_on_c,2,67,54,
2,3434, Note_off_c,2,72,64,
2,3446, Note_off_c,2,67,64,
2,3512, Note_off_c,2,75,64,
2,3568, Note_on_c,2,65,63,
2,3568, Note_on_c,2,74,68,
2,3570, Note_on_c,2,70,74,
2,3694, Note_on_c,2,72,77,
2,3696, Note_off_c,2,65,64,
2,3696, Note_on_c,2,67,40,
2,3696, Note_on_c,2,69,66,
2,3704, Note_off_c,2,70,64,
2,3704, Note_off_c,2,74,64,
2,3726, Control_c,2,64,0,
2,3760, Note_off_c,2,67,64,
2,3762, Note_off_c,2,69,64,
2,3778, Note_off_c,2,72,64,
2,3834, Note_on_c,2,74,77,
2,3834, Note_on_c,2,67,68,
2,3836, Note_on_c,2,70,81,
2,3870, Control_c,2,64,127,
2,3928, Note_off_c,2,74,64,
2,3936, Note_off_c,2,70,64,
2,3942, Note_off_c,2,41,64,
2,3948, Note_off_c,2,67,64,
2,3948, Note_off_c,2,57,64,
2,3952, Note_off_c,2,51,64,
2,4204, Control_c,2,64,0,
2,4224, Note_on_c,2,75,74,
2,4228, Note_on_c,2,70,65,
2,4230, Note_on_c,2,42,70,
2,4232, Note_on_c,2,66,69,
2,4232, Note_on_c,2,58,59,
2,4246, Note_on_c,2,63,52,
2,4294, Control_c,2,64,127,
2,4336, Note_off_c,2,75,64,
2,4342, Note_off_c,2,58,64,
2,4342, Note_off_c,2,70,64,
2,4364, Note_off_c,2,66,64,
2,4372, Note_off_c,2,42,64,
2,4382, Note_off_c,2,63,64,
2,4548, Note_on_c,2,41,53,
2,4570, Control_c,2,64,0,
2,4572, Note_on_c,2,48,68,
2,4604, Note_on_c,2,56,56,
2,4606, Note_on_c,2,55,58,
2,4618, Note_on_c,2,63,71,
2,4636, Note_on_c,2,67,67,
2,4644, Note_on_c,2,70,89,
2,4768, Control_c,2,64,127,
2,4780, Note_off_c,2,70,64,
2,4868, Note_on_c,2,70,87,
2,4888, Note_off_c,2,67,64,
2,4940, Note_off_c,2,70,64,
2,5006, Note_on_c,2,70,90,
2,5058, Note_off_c,2,41,64,
2,5060, Note_off_c,2,48,64,
2,5062, Note_off_c,2,55,64,
2,5130, Note_off_c,2,70,64,
2,5222, Note_off_c,2,56,64,
2,5246, Note_on_c,2,70,68,
2,5260, Note_off_c,2,63,64,
2,5296, Note_off_c,2,70,64,
2,5348, Control_c,2,64,0,
2,5370, Note_on_c,2,59,67,
2,5370, Note_on_c,2,70,73,
2,5370, Note_on_c,2,61,76,
2,5372, Note_on_c,2,47,62,
2,5372, Note_on_c,2,66,76,
2,5372, Note_on_c,2,40,61,
2,5424, Note_off_c,2,47,64,
2,5426, Note_off_c,2,61,64,
2,5428, Note_off_c,2,40,64,
2,5432, Note_off_c,2,59,64,
2,5438, Note_off_c,2,66,64,
2,5442, Note_off_c,2,70,64,
2,5632, Note_on_c,2,61,78,
2,5632, Note_on_c,2,70,74,
2,5632, Note_on_c,2,66,77,
2,5634, Note_on_c,2,73,77,
2,5640, Note_on_c,2,47,59,
2,5640, Note_on_c,2,40,56,
2,5654, Control_c,2,64,127,
2,5748, Note_off_c,2,70,64,
2,5754, Note_off_c,2,73,64,
2,5768, Note_off_c,2,66,64,
2,5844, Note_off_c,2,61,64,
2,5852, Note_off_c,2,40,64,
2,5890, Note_on_c,2,70,73,
2,5896, Note_off_c,2,47,64,
2,5996, Note_off_c,2,70,64,
2,5996, Note_on_c,2,68,47,
2,6084, Note_off_c,2,68,64,
2,6112, Control_c,2,64,0,
2,6124, Note_on_c,2,70,68,
2,6128, Note_on_c,2,65,66,
2,6128, Note_on_c,2,39,58,
2,6130, Note_on_c,2,46,58,
2,6130, Note_on_c,2,60,57,
2,6206, Control_c,2,64,127,
