0, 0, Header, 1, 2, 384
1, 0, Start_track
1, 0, Text_t, "{GNMIDI}Generated by  GNMIDI demo (http://www.gnmidi.com)\012"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Tempo, 500000
1, 154912, End_track
2, 0, Start_track
2, 0, Text_t, "{GNMIDI}Generated by  GNMIDI demo (http://www.gnmidi.com)\012"
2, 0, Title_t, "Acoustic Grand Piano"
2, 1152, Program_c, 2, 0
2, 1152, Control_c, 2, 7, 127
2, 1152, Control_c, 2, 10, 64
2, 2944, Control_c, 2, 64, 127
2, 3032, Note_on_c, 2, 60, 44
2, 3532, Note_on_c, 2, 64, 56
2, 3612, Note_on_c, 2, 60, 0
2, 3748, Note_on_c, 2, 67, 70
2, 3760, Note_on_c, 2, 64, 0
2, 3952, Note_on_c, 2, 67, 0
2, 3956, Control_c, 2, 123, 0
2, 3984, Control_c, 2, 64, 0
2, 4004, Note_on_c, 2, 71, 65
2, 4004, Note_on_c, 2, 67, 56
2, 4016, Note_on_c, 2, 64, 63
2, 4016, Note_on_c, 2, 52, 52
2, 4020, Note_on_c, 2, 62, 60
2, 4028, Note_on_c, 2, 36, 51
2, 4088, Control_c, 2, 64, 127
2, 4184, Note_off_c, 2, 36, 0
2, 4184, Note_off_c, 2, 71, 0
2, 4264, Note_off_c, 2, 62, 0
2, 4284, Note_off_c, 2, 52, 0
2, 4296, Note_on_c, 2, 72, 63
2, 4320, Note_on_c, 2, 64, 0
2, 4328, Note_on_c, 2, 67, 0
2, 4416, Note_on_c, 2, 72, 0
2, 4416, Control_c, 2, 123, 0
2, 4620, Note_on_c, 2, 69, 55
2, 4620, Note_on_c, 2, 45, 50
2, 4620, Control_c, 2, 64, 0
2, 4628, Note_on_c, 2, 64, 50
2, 4632, Note_on_c, 2, 60, 33
2, 4748, Control_c, 2, 64, 127
2, 4848, Note_off_c, 2, 64, 0
2, 4896, Note_on_c, 2, 55, 50
2, 4992, Note_on_c, 2, 69, 0
2, 5004, Note_on_c, 2, 55, 0
2, 5024, Note_on_c, 2, 60, 0
2, 5100, Note_on_c, 2, 45, 0
2, 5104, Control_c, 2, 123, 0
2, 5200, Note_on_c, 2, 64, 55
2, 5288, Note_on_c, 2, 64, 0
2, 5288, Control_c, 2, 123, 0
2, 5320, Note_on_c, 2, 65, 64
2, 5428, Note_on_c, 2, 65, 0
2, 5428, Control_c, 2, 123, 0
2, 5440, Control_c, 2, 64, 0
2, 5468, Note_on_c, 2, 38, 55
2, 5476, Note_on_c, 2, 67, 45
2, 5688, Control_c, 2, 64, 127
2, 5796, Note_on_c, 2, 60, 46
2, 5796, Note_on_c, 2, 64, 46
2, 5808, Note_on_c, 2, 53, 53
2, 5808, Note_on_c, 2, 57, 40
2, 5864, Note_on_c, 2, 57, 0
2, 5876, Note_on_c, 2, 53, 0
2, 5876, Note_on_c, 2, 64, 0
2, 5876, Note_on_c, 2, 60, 0
2, 5956, Note_on_c, 2, 38, 0
2, 6200, Note_on_c, 2, 59, 44
2, 6200, Note_on_c, 2, 64, 41
2, 6200, Note_on_c, 2, 53, 35
2, 6200, Note_on_c, 2, 43, 40
2, 6204, Control_c, 2, 64, 0
2, 6372, Control_c, 2, 64, 127
2, 6464, Note_off_c, 2, 53, 0
2, 6524, Note_off_c, 2, 59, 0
2, 6556, Note_off_c, 2, 64, 0
2, 6564, Note_off_c, 2, 67, 0
2, 6720, Note_off_c, 2, 43, 0
2, 6720, Control_c, 2, 123, 0
2, 7208, Note_on_c, 2, 71, 63
2, 7316, Note_on_c, 2, 71, 0
2, 7316, Control_c, 2, 123, 0
2, 7336, Note_on_c, 2, 72, 55
2, 7416, Note_on_c, 2, 72, 0
2, 7416, Control_c, 2, 123, 0
2, 7504, Note_on_c, 2, 74, 74
2, 7504, Note_on_c, 2, 68, 79
2, 7504, Note_on_c, 2, 56, 60
2, 7508, Control_c, 2, 64, 0
2, 7520, Note_on_c, 2, 65, 71
2, 7520, Note_on_c, 2, 47, 62
2, 7520, Note_on_c, 2, 62, 64
2, 7704, Control_c, 2, 64, 127
2, 7976, Note_off_c, 2, 62, 0
2, 8048, Note_off_c, 2, 56, 0
2, 8056, Note_off_c, 2, 65, 0
2, 8060, Note_off_c, 2, 47, 0
2, 8060, Note_on_c, 2, 76, 56
2, 8092, Note_on_c, 2, 68, 0
2, 8100, Note_on_c, 2, 74, 0
2, 8152, Note_on_c, 2, 76, 0
2, 8152, Control_c, 2, 123, 0
2, 8260, Note_on_c, 2, 72, 40
2, 8260, Control_c, 2, 64, 0
2, 8272, Note_on_c, 2, 64, 53
2, 8272, Note_on_c, 2, 69, 56
2, 8272, Note_on_c, 2, 45, 53
2, 8400, Control_c, 2, 64, 127
2, 8528, Note_on_c, 2, 55, 46
